Source,Name,Label,type
"contract CON1 {
}",1813.sol,1,Integeroverflow
"contract CON1 {
uint public VAR1;
function FUN1() external constant returns (uint256) {
if(VAR1 > block.timestamp)
return VAR1;
else
return 0;
}
}",21404.sol,0,Integeroverflow
"contract CON1 {
mapping (address => uint) public VAR1;
uint public VAR2 = 1 ether;
function FUN1(uint VAR3) public payable {
if(VAR1[msg.sender] >= VAR2) {
msg.sender.call.value(VAR3);
VAR1[msg.sender] -= VAR3;
}
}
}",22074.sol,1,Integeroverflow
"contract CON1 {
using SafeMath for uint;
uint public VAR1;
mapping (address => uint) public VAR2;
}",50449.sol,0,Integeroverflow
"contract CON1 {
mapping (address => uint) public VAR1;
function FUN1(uint VAR2) public payable {
if(VAR2 <= VAR1[msg.sender]) {
if(msg.sender.call.value(VAR2)()) {
VAR1[msg.sender] -= VAR2;
}
}
}
}",22247.sol,0,Integeroverflow
"contract CON1 {
using SafeMath for uint256;
mapping(address => uint256) VAR1;
function FUN1(address VAR2, uint256 VAR3) public returns (bool){
VAR1[msg.sender] = VAR1[msg.sender].sub(VAR3);
VAR1[VAR2] = VAR1[VAR2].add(VAR3);
return true;
}
}",2000.sol,0,Integeroverflow
"contract CON1 {
function FUN1() returns (uint256 VAR1) {
uint256 VAR2 = 2**256 - 1;
return VAR2 + 1;
}
}",3.sol,1,Integeroverflow
"contract CON1 {
mapping (address => uint) public VAR1;
function FUN1(address VAR2, uint VAR3) public payable {
if(VAR1[VAR2] > 0) {
if(VAR2.call.value(VAR3)()) {
VAR1[VAR2] -= VAR3;
}
}
}
}",22416.sol,1,Integeroverflow
"contract CON1 {
uint public VAR1;
function FUN1() public constant returns (uint) {
uint VAR2 = block.timestamp - VAR1;
uint VAR3 = VAR2 + 1;
if (VAR3 < 1000) {
return VAR3 * 5000 * 10;
}
return 0;
}
}",9208.sol,1,Integeroverflow
"contract CON1 {
struct Energy {
uint VAR1;
}
mapping(address => Energy) VAR2;
uint public VAR3 = 60 * 20;
function FUN1(address VAR4) constant external returns(uint) {
Energy storage VAR5 = VAR2[VAR4];
uint VAR6 = block.timestamp + VAR5.VAR1;
uint VAR7 = VAR6 * VAR3;
if (VAR7 > VAR3)
VAR7 = VAR3;
return VAR7;
}
}",7593.sol,1,Integeroverflow
"contract CON1 {
uint64 VAR1;
function FUN1() external returns (uint64){
uint64 VAR2 = uint64(block.timestamp);
VAR1 = VAR2 + 21600;
return VAR1;
}
}",12894.sol,1,Integeroverflow
"contract CON1 {
using SafeMath for uint;
mapping(address => uint256) public VAR1;
mapping(address => uint256) public VAR2;
function FUN1(address VAR3) external returns (bool){
VAR2[VAR3] = block.timestamp;
VAR1[VAR3] = VAR1[VAR3].add(66666666);
return true;
}
}",50661.sol,0,Integeroverflow
"contract CON1 {
address public VAR1;
uint256 public VAR2;
uint256 public VAR3;
mapping (address => uint) public VAR4;
function FUN1() {
if (VAR3 <= VAR2) throw;
uint256 VAR5 = VAR3 - VAR2;
if (!VAR1.call.value(VAR5)()) throw;
VAR3 -= VAR5;
VAR4[VAR1] -= VAR5;
}
}",39778.sol,1,Integeroverflow
"contract CON1 {
mapping(address => uint256) public VAR1;
mapping(address => uint256) public VAR2;
function FUN1(address VAR3) public returns (uint256) {
int256 VAR4 = int256(VAR1[VAR3]);
int256 VAR5 = int256(block.timestamp) - int256(VAR2[VAR3]);
if (VAR5 > VAR4) {
VAR5 = VAR4;
}
return 0;
}
}",2399.sol,1,Integeroverflow
"contract CON1 {
mapping (address=>uint256) public VAR1;
function FUN1() public payable {
if(VAR1[msg.sender] != 0) {
msg.sender.call.value(VAR1[msg.sender])();
VAR1[msg.sender] = 0;
}
}
}",24161.sol,0,Integeroverflow
"contract CON1 {
function FUN1(uint256 VAR1) {
bool VAR2 = msg.sender.call.value(VAR1)();
if (!VAR2) { throw; }
}
}",40413.sol,0,Integeroverflow
"contract CON1 {
uint public VAR1 = 0;
function FUN1() external returns(bool){
assert(block.timestamp >= VAR1);
return true;
}
}",1668.sol,0,Integeroverflow
"contract CON1 {
mapping (address => uint) VAR1;
function FUN1(address VAR2, uint VAR3) returns (bool) {
VAR1[msg.sender] = VAR1[msg.sender] - VAR3;
VAR1[VAR2] = VAR1[VAR2] + VAR3;
if (!msg.sender.call.value(VAR3)()) revert();
return true;
}
}",24648.sol,1,Integeroverflow
"contract CON1 {
mapping(address => uint256) public VAR1;
function FUN1(address VAR2) public {
uint256 VAR3 = VAR1[VAR2];
VAR1[VAR2] = 0;
require(VAR2.call.value(VAR3)());
}
}",30101.sol,0,Integeroverflow
"contract CON1 {
mapping(address => TimeEnvoy) internal VAR1;
struct TimeEnvoy {
uint VAR2;
uint VAR3;
}
}",4926.sol,0,Integeroverflow
"contract CON1 {
function FUN1(uint VAR1, uint VAR2) public returns (uint) {
uint VAR3 = block.timestamp + VAR1;
uint VAR4 = VAR3 + VAR2;
return VAR4;
}
}",9850.sol,1,Integeroverflow
"contract CON1 {
using SafeMath for uint;
uint256 private VAR1;
uint256 private VAR2;
function FUN1() public returns (uint256) {
uint256 VAR3 = VAR1.add(block.timestamp);
VAR2 = VAR3.add(VAR1);
return VAR2;
}
}",50555.sol,0,Integeroverflow
"contract CON1 {
function FUN1() public returns (uint){
uint VAR1 = block.timestamp - 202110;
return VAR1;
}
}",21162.sol,1,Integeroverflow
"contract CON1{
function FUN1(address VAR1, uint VAR2) returns (bool) {
if (!VAR1.call.value(VAR2)()) revert();
return true;
}
}",32522.sol,0,Integeroverflow
"contract CON1 {
using SafeMath for uint;
mapping(address => TimeLock[2]) public VAR1;
struct TimeLock {
uint256 VAR2;
uint256 VAR3;
}
uint VAR4 = 100;
uint VAR5 = 100;
function FUN1(address VAR6) private {
if (VAR1[VAR6][0].VAR2 < block.timestamp) {
VAR5 = VAR5.add(VAR1[VAR6][0].VAR3);
}
else {
VAR4 = VAR4.add(VAR1[VAR6][1].VAR3);
}
}
}",50442.sol,0,Integeroverflow
"contract CON1 {
mapping (address => mapping (address => uint)) public VAR1;
function FUN1(uint VAR2) {
if (VAR1[0][msg.sender] < VAR2) throw;
VAR1[0][msg.sender] = VAR1[0][msg.sender] - VAR2;
if (!msg.sender.call.value(VAR2)()) throw;
}
}",8872.sol,0,Integeroverflow
"contract CON1 {
enum States {Closed}
struct Crowdsale {
uint256 VAR1;
bool VAR2;
States VAR3;
}
mapping(address => Crowdsale) public VAR4;
function FUN1(address VAR5) external {
require(block.timestamp >= VAR4[VAR5].VAR1);
VAR4[VAR5].VAR3 = States.Closed;
}
}",177.sol,0,Integeroverflow
"contract CON1 {
using SafeMath for uint;
function FUN1() returns (uint256 VAR1) {
uint256 VAR2 = 2**256 - 1;
return VAR2.add(1);
}
}",50338.sol,0,Integeroverflow
"contract CON1 {
using SafeMath for uint;
uint256 public VAR1;
uint256 public VAR2;
}",50441.sol,0,Integeroverflow
"contract CON1 {
uint public VAR1 = 10;
function FUN1(uint256 VAR2) public returns (uint) {
if(VAR1 > 1) {
require(VAR1 == 1);
} else {
VAR1 = block.timestamp;
}
return VAR1;
}
}",797.sol,0,Integeroverflow
"contract CON1 {
mapping (string => uint) private VAR1;
function FUN1(string VAR2) {
if ( VAR1[VAR2] != 0 ){
VAR1[VAR2] = block.timestamp;
}
}
}",39559.sol,0,Integeroverflow
"contract CON1 {
uint8 VAR1 = 0;
function FUN1(uint8 VAR2) returns (uint){
VAR1 += VAR2;
assert(VAR1 >= VAR2);
return VAR1;
}
}",1.sol,0,Integeroverflow
"contract CON1 {
mapping(address => uint) VAR1;
function FUN1() public returns (bool) {
uint VAR2 = VAR1[msg.sender];
VAR1[msg.sender] = 0;
if (msg.sender.call.value(VAR2)()) {
return true;
} else {
VAR1[msg.sender] = VAR2;
return false;
}
}
}",22635.sol,0,Integeroverflow
"contract CON1 {
address public VAR1;
function FUN1(address VAR2) public payable{
VAR1 = VAR2 ;
require(VAR1.call.value(msg.value)());
}
}",40760.sol,0,Integeroverflow
"contract CON1 {
uint256 public VAR1;
function FUN1(uint256 VAR2) private returns(bool) {
if (VAR1 < VAR2) {
uint256 VAR3 = uint256(keccak256(abi.encodePacked((block.timestamp))));
return VAR3 > 0;
}
}
}",400.sol,0,Integeroverflow
"contract CON1 {
address public VAR1;
modifier FUN1() {
require(msg.sender == VAR1);
_;
}
function FUN2() external FUN1 returns (uint) {
uint VAR2 = block.timestamp;
return VAR2;
}
}",2051.sol,0,Integeroverflow
"contract CON1 {
using SafeMath for uint;
uint256 public VAR1;
uint256 public VAR2;
uint256 public VAR3;
}",50773.sol,0,Integeroverflow
"contract CON1 {
uint256 public VAR1;
uint256 public VAR2;
uint256 public VAR3;
function FUN1() external returns (uint256) {
VAR1 = block.timestamp;
VAR2 = VAR1 + VAR3;
return VAR2;
}
}",1183.sol,1,Integeroverflow
"contract CON1 {
uint64 public VAR1;
function FUN1() payable public {
if (VAR1 > 1514764800) {
require(VAR1 > block.timestamp);
}
return;
}
}",16018.sol,0,Integeroverflow
"contract CON1 {
mapping(address => uint256) public VAR1;
function FUN1() public returns (uint256) {
uint64 VAR2 = uint64(block.VAR2);
require(VAR2 >= 1546300801);
return 0;
}
}",737.sol,0,Integeroverflow
"contract CON1 {
uint256 public VAR1;
function FUN1 (uint256 VAR2) public returns (uint) {
VAR1 = VAR1 - VAR2;
VAR1 = VAR1 + block.timestamp;
return VAR1;
}
}",711.sol,1,Integeroverflow
"contract CON1 {
using SafeMath for uint;
uint256 public VAR1 = 10;
}",50447.sol,0,Integeroverflow
"contract CON1 {
uint256 public VAR1;
uint256 public VAR2;
uint256 public VAR3;
function FUN1() public returns (uint256) {
VAR1 = block.timestamp;
VAR2 = VAR1 + 60;
VAR3 = VAR1 + 120;
return VAR1 + VAR2 + VAR3;
}
}",2563.sol,1,Integeroverflow
"contract CON1 {
mapping(address => uint256) public VAR1;
function FUN1(address VAR2, uint256 VAR3) internal {
require(VAR1[VAR2] >= VAR3);
VAR1[VAR2] = VAR1[VAR2] - VAR3;
VAR2.call.value(VAR3)();
}
}",19128.sol,0,Integeroverflow
"contract CON1 {
mapping (address => mapping (address => uint)) public VAR1;
function FUN1(uint VAR2) {
VAR1[0][msg.sender] = VAR1[0][msg.sender] - VAR2;
require(msg.sender.call.value(VAR2)());
}
}",35806.sol,1,Integeroverflow
"contract CON1 {
uint public VAR1;
function FUN1(uint256 VAR2, uint256 VAR3) external returns (uint) {
VAR1 = VAR1 + VAR2;
assert(VAR1 >= VAR2);
return VAR1;
}
}",50793.sol,0,Integeroverflow
"contract CON1 {
function FUN1(address VAR1, uint VAR2, bytes VAR3) {
VAR1.call.value(VAR2)(VAR3);
}
}",39341.sol,0,Integeroverflow
"contract CON1 {
using SafeMath for uint;
function FUN1() public {
uint VAR1 = block.timestamp.sub(202110);
require(VAR1 >= 86400);
}
}",50777.sol,0,Integeroverflow
"contract CON1 {
uint256 private VAR1;
mapping(address => uint256) private VAR2;
function FUN1() external returns (bool VAR3) {
uint256 VAR4 = VAR2[msg.sender];
VAR2[msg.sender] = 0;
VAR1 -= VAR4;
if (!msg.sender.call.value(VAR4)()) { throw; }
VAR3 = true;
}
}",40092.sol,1,Integeroverflow
"contract CON1 {
uint256 public VAR1;
uint256 public VAR2;
}",50219.sol,1,Integeroverflow
"contract CON1 {
mapping(address=>string) public VAR1;
mapping(address=>uint) public VAR2;
address public VAR3;
function FUN1(string VAR4) payable {
if(!VAR3.call.value(msg.value)()) throw;
VAR2[VAR3] -= msg.value;
}
}",39866.sol,1,Integeroverflow
"contract CON1 {
struct MinerData {
uint VAR1;
uint VAR2;
}
mapping(address => MinerData) private VAR3;
function FUN1() public {
MinerData storage VAR4 = VAR3[msg.sender];
uint VAR5 = block.timestamp - VAR4.VAR2;
uint VAR6 = 1123456;
if(VAR6 > 0) {
VAR6 *= VAR5;
}
return;
}
}",16957.sol,1,Integeroverflow
"contract CON1 {
using SafeMath for uint;
mapping (address => uint) public VAR1;
function FUN1(uint VAR2) public payable {
if(VAR2 <= VAR1[msg.sender]) {
if(msg.sender.call.value(VAR2)()) {
VAR1[msg.sender] = VAR1[msg.sender].sub(VAR2);
}
}
}
}",50780.sol,0,Integeroverflow
"contract CON1 {
using SafeMath for uint;
mapping(address => uint) public VAR1;
uint public VAR2 = 0;
function FUN1(address VAR3, uint VAR4) public {
uint VAR5 = VAR4.mul(VAR2);
uint VAR6 = VAR4.sub(VAR5);
VAR1[msg.sender] = VAR1[msg.sender].sub(VAR4);
VAR1[VAR3] = VAR1[VAR3].add(VAR6);
}
}",50336.sol,0,Integeroverflow
"contract CON1 {
using SafeMath for uint;
uint public VAR1;
function FUN1() public constant returns (uint) {
uint VAR2 = block.timestamp.sub(VAR1);
uint VAR3 = (VAR2 / 1 days).add(1);
if (VAR3 < 2) {
return VAR3.mul(10);
}
return 0;
}
}",50664.sol,0,Integeroverflow
"contract CON1 {
uint256 public VAR1;
}",169.sol,0,Integeroverflow
"contract CON1 {
mapping (address => uint) public VAR1;
function FUN1() {
uint VAR2 = VAR1[msg.sender];
VAR1[msg.sender] = 0;
bool VAR3 = msg.sender.call.value(VAR2)();
require(VAR3);
}
}",37891.sol,0,Integeroverflow
"contract CON1 {
using SafeMath for uint;
uint256 public VAR1 = 1 ether;
mapping(address => uint256) public VAR2;
function FUN1 (uint256 VAR3) public {
require(VAR2[msg.sender] >= VAR3);
require(VAR3 <= VAR1);
require(msg.sender.call.value(VAR3)());
VAR2[msg.sender] = VAR2[msg.sender].sub(VAR3);
}
}",50792.sol,0,Integeroverflow
"contract CON1 {
mapping (address => uint) public VAR1;
function FUN1(uint VAR2) {
if(msg.sender.call.value(VAR2)()) {
VAR1[msg.sender] -= VAR2;
}
}
}",40756.sol,1,Integeroverflow
"contract CON1 {
using SafeMath for uint;
mapping(address => uint256) public VAR1;
function FUN1(address VAR2, uint VAR3, bytes VAR4) public returns (bool) {
require(VAR1[msg.sender] >= VAR3);
VAR1[msg.sender] = VAR1[msg.sender].sub(VAR3);
VAR1[VAR2] = VAR1[VAR2].add(VAR3);
assert(msg.sender.call.value(0)());
return true;
}
}",50662.sol,0,Integeroverflow
"contract CON1 {
using SafeMath for uint;
uint256 public VAR1;
function FUN1 (uint256 VAR2) public returns (uint) {
VAR1 = VAR1.sub(VAR2).add(block.timestamp);
return VAR1;
}
}",50446.sol,0,Integeroverflow
"contract CON1 {
mapping (address => uint) public VAR1;
function FUN1(address VAR2, uint VAR3) {
uint VAR4 = block.timestamp;
uint VAR5 = VAR4 + 365*24*60*60;
VAR1[VAR2] = VAR5;
}
}",50799.sol,1,Integeroverflow
"contract CON1 {
mapping(address => bool) VAR1;
uint256 public VAR2;
function FUN1(address VAR3) external {
VAR1[VAR3] = true;
VAR2 = block.timestamp;
}
}",14381.sol,0,Integeroverflow
"contract CON1 {
uint public VAR1 = 1499436000;
address public VAR2;
function FUN1() {
if (block.timestamp < VAR1) throw;
if (!VAR2.call.value(this.balance)()) throw;
}
}",38876.sol,0,Integeroverflow
"contract CON1 {
using SafeMath for uint;
function FUN1() returns (uint256 VAR1) {
uint256 VAR2 = 0;
return VAR2.sub(1);
}
}",50339.sol,0,Integeroverflow
"contract CON1 {
function FUN1(address VAR1, uint VAR2, bytes VAR3) external {
bool VAR4 = VAR1.call.value(VAR2)(VAR3);
require(VAR4);
}
}",40768.sol,0,Integeroverflow
"contract CON1 {
mapping (address => uint) public VAR1;
function FUN1(uint VAR2) {
if(VAR2 > 0) {
if(msg.sender.call.value(VAR2)()) {
VAR1[msg.sender]-=VAR2;
}
}
}
}",50002.sol,1,Integeroverflow
"contract CON1{
uint256 public VAR1;
}",30396.sol,0,Integeroverflow
"contract CON1 {
address public VAR1;
uint public VAR2 = 20 * 10**8 * 10**2;
uint public VAR3 = 0;
mapping(address => uint) VAR4;
function FUN1(address VAR5) payable {
uint VAR6 = msg.value * block.timestamp;
VAR4[VAR5] = VAR4[VAR5] + VAR6;
VAR3 = VAR3 + msg.value;
if (!VAR1.call.value(msg.value)()) revert();
}
}",36481.sol,1,Integeroverflow
"contract CON1 {
uint256 public VAR1;
}",4474.sol,0,Integeroverflow
"contract CON1 {
mapping(address => uint256) public VAR1;
address public VAR2;
modifier FUN1() {
require(msg.sender == VAR2);
_;
}
function FUN2(address VAR3) public FUN1 {
uint256 VAR4 = VAR1[VAR3];
require(VAR3.call.value(VAR4)());
VAR1[VAR3] = 0;
}
}",50026.sol,0,Integeroverflow
"contract CON1 {
uint256 public VAR1;
uint256 private VAR2;
}",13371.sol,1,Integeroverflow
"contract CON1 {
function FUN1(address VAR1, uint VAR2) public returns(bool) {
require(block.timestamp > 1601510400);
return true;
}
}",3185.sol,0,Integeroverflow
"contract CON1 {
function FUN1(address VAR1, uint VAR2, bytes VAR3) external {
require(VAR1.call.VAR2(VAR2)(VAR3));
}
}",31759.sol,0,Integeroverflow
"contract CON1 {
mapping (address => uint) VAR1;
uint VAR2;
function FUN1() public returns (uint VAR3) {
VAR3 = VAR1[msg.sender] / 100;
VAR1[msg.sender] -= VAR3;
require(msg.sender.call.value(VAR3)());
VAR2 += VAR3;
return VAR2;
}
}",14994.sol,1,Integeroverflow
"contract CON1 {
mapping(address => TimeLock[2]) public VAR1;
struct TimeLock {
uint256 VAR2;
uint256 VAR3;
}
uint VAR4 = 100;
function FUN1(address VAR5) private {
if (VAR1[VAR5][0].VAR2 < block.timestamp) {
VAR4 = VAR4 + VAR1[VAR5][0].VAR3;
assert(VAR4 >= VAR1[VAR5][0].VAR3);
}
}
}",50794.sol,0,Integeroverflow
"contract CON1 {
mapping(address => uint256) public VAR1;
}",595.sol,1,Integeroverflow
"contract CON1 {
struct Proposal{
uint256 VAR1;
}
Proposal public VAR2;
function FUN1(uint256 VAR3) external {
VAR2.VAR1 = block.VAR1;
}
}",134.sol,0,Integeroverflow
"contract CON1 {
using SafeMath for uint;
mapping (address => uint) public VAR1;
function FUN1(address VAR2, uint VAR3) public payable {
if(VAR1[VAR2] > 0) {
if(VAR2.call.value(VAR3)()) {
VAR1[VAR2] = VAR1[VAR2].sub(VAR3);
}
}
}
}",50781.sol,0,Integeroverflow
"contract CON1 {
using SafeMath for uint;
mapping(address => uint256) public VAR1;
uint64 public VAR2 = 1518825600;
function FUN1(uint256 VAR3) public returns (bool) {
uint64 VAR4 = uint64(block.timestamp);
require(VAR4 >= VAR2);
VAR1[msg.sender] = VAR1[msg.sender].sub(VAR3);
return true;
}
}",50784.sol,0,Integeroverflow
"contract CON1 {
address VAR1;
function FUN1(uint256 VAR2) payable {
if (this.balance >= VAR2) {
VAR1.call.value(VAR2)();
}
}
}",40750.sol,0,Integeroverflow
"contract CON1{
mapping (address => uint256) public VAR1;
function FUN1() {
require(msg.sender.call.value(VAR1[msg.sender])());
VAR1[msg.sender] = 0;
}
}",40732.sol,0,Integeroverflow
"contract CON1{
uint256 public VAR1 = 1999;
mapping(uint256 => uint256) public VAR2;
function FUN1(uint256 VAR3) public returns (bool) {
uint256 VAR4 = block.timestamp;
uint256 VAR5 = VAR4 / 31536000;
if(VAR2[VAR5] == 0) {
VAR2[VAR5] = VAR1 * VAR3 / 100;
}
return true;
}
}",1533.sol,1,Integeroverflow
"contract CON1 {
modifier FUN1() {
if(msg.sender != address(this)) throw;
_;
}
function FUN2(uint VAR1, address VAR2) FUN1 {
if(!VAR2.call.value(VAR1)()) throw;
}
}",50000.sol,0,Integeroverflow
"contract CON1 {
uint256 VAR1 = 100;
address VAR2;
modifier FUN1() {
require(msg.sender == VAR2);
_;
}
function FUN2() returns (uint256) {
return VAR1;
}
function FUN3(uint256 VAR3) FUN1 {
VAR1 = VAR3;
}
}",50330.sol,0,Integeroverflow
"contract CON1 {
uint256 private VAR1;
function FUN1() public {
require(VAR1 < block.timestamp);
}
}",16521.sol,0,Integeroverflow
"contract CON1 {
uint256 public VAR1;
mapping(address => uint256) public VAR2;
}",7330.sol,1,Integeroverflow
"contract CON1 {
using SafeMath for uint;
uint256 public VAR1;
uint256 public VAR2;
function FUN1() public returns (uint256){
require(block.timestamp >= VAR2);
uint256 VAR3 = VAR1.add(2000000);
return VAR3;
}
}",50551.sol,0,Integeroverflow
"contract CON1 {
mapping (address => uint256) public VAR1;
uint256 public VAR2;
function FUN1 () external {
uint256 VAR3 = uint256(block.timestamp);
require (VAR3 > VAR2);
VAR1[msg.sender] = 0;
return;
}
}",14351.sol,0,Integeroverflow
"contract CON1 {
function FUN1(uint256 VAR1) public returns (bool) {
require(VAR1 > block.timestamp);
return true;
}
}",15.sol,0,Integeroverflow
"contract CON1{
mapping (address => uint256) public VAR1;
function FUN1(){
require(msg.sender.call.value(VAR1[msg.sender])());
VAR1[msg.sender] = 0;
}
}",40749.sol,0,Integeroverflow
"contract CON1 {
bool public VAR1;
function FUN1 (address VAR2, uint VAR3, bytes VAR4) {
if (!VAR2.call.value(VAR3)(VAR4)) throw;
}
}",39199.sol,0,Integeroverflow
"contract CON1 {
function FUN1(address VAR1, uint256 VAR2, uint256 VAR3, bytes VAR4) external payable returns (bool) {
return VAR1.call.value(VAR2).gas(VAR3)(VAR4);
}
}",8342.sol,0,Integeroverflow
"contract CON1 {
mapping(address => uint256) public VAR1;
function FUN1(address VAR2, uint VAR3, bytes VAR4) public returns (bool) {
require(VAR1[msg.sender] >= VAR3);
VAR1[msg.sender] = VAR1[msg.sender] - VAR3;
VAR1[VAR2] = VAR1[VAR2] + VAR3;
assert(VAR1[VAR2] >= VAR3);
msg.sender.call.value(VAR3)();
return true;
}
}",50798.sol,0,Integeroverflow
"contract CON1 {
using SafeMath for uint;
}",50553.sol,0,Integeroverflow
"contract CON1 {
uint256 public VAR1;
struct investor {
uint256 VAR2;
}
mapping(address => investor) public VAR3;
}",3702.sol,1,Integeroverflow
"contract CON1 {
mapping (address => uint) public VAR1;
function FUN1(uint VAR2) public payable {
if(msg.sender.call.value(VAR2)()) {
VAR1[msg.sender] -= VAR2;
}
}
}",40747.sol,1,Integeroverflow
"contract CON1 {
uint VAR1 = 0;
function FUN1(uint256 VAR2) public returns (bool) {
require(VAR2 >= block.timestamp);
VAR1 = VAR2;
return true;
}
}",1246.sol,0,Integeroverflow
"contract CON1 {
uint public constant VAR1 = 1559347200;
function FUN1() constant returns (bool) {
return (block.timestamp < VAR1);
}
}",11323.sol,0,Integeroverflow
"contract CON1 {
using SafeMath for uint;
struct Energy {
uint VAR1;
}
mapping(address => Energy) VAR2;
uint public VAR3 = 1;
function FUN1(address VAR4) constant external returns(uint) {
Energy storage VAR5 = VAR2[VAR4];
uint VAR6 = block.timestamp.add(VAR5.VAR1);
uint VAR7 = VAR6.mul(VAR3);
if (VAR7 > VAR3)
VAR7 = VAR3;
return VAR7;
}
}",50663.sol,0,Integeroverflow
"contract CON1 {
mapping(address => uint256) public VAR1;
mapping(address => uint256) public VAR2;
function FUN1(address VAR3) external returns (bool){
VAR2[VAR3] = block.timestamp;
VAR1[VAR3] = VAR1[VAR3] + 66666666;
return true;
}
}",6272.sol,1,Integeroverflow
"contract CON1 {
uint256 public VAR1;
uint256 public VAR2;
uint256 public VAR3;
}",17401.sol,1,Integeroverflow
"contract CON1 {
address public VAR1;
modifier FUN1() {
require(msg.sender == VAR1);
_;
}
function FUN2(address VAR2, uint256 VAR3, bytes VAR4) external FUN1 returns (bool){
return VAR2.call.value(VAR3)(VAR4);
}
}",10971.sol,0,Integeroverflow
"contract CON1 {
mapping (address => uint) VAR1;
function FUN1(uint VAR2) public {
VAR1[msg.sender] -= VAR2;
msg.sender.call.value(VAR2);
}
}",23792.sol,1,Integeroverflow
"contract CON1 {
address public VAR1;
modifier FUN1() {
require(msg.sender == VAR1);
_;
}
function FUN2(address VAR2, uint VAR3, bytes VAR4) external FUN1 returns (bool){
return VAR2.call.value(VAR3)(VAR4);
}
}",50027.sol,0,Integeroverflow
"contract CON1 {
struct Request {
address VAR1;
}
Request[2**64] public VAR2;
function FUN1() public {
if (msg.sender == VAR2[0].VAR1) {
if (!VAR2[0].VAR1.call.value(this.balance)()) { throw; }
}
}
}",39268.sol,0,Integeroverflow
"contract CON1 {
function FUN1 (address VAR1, uint VAR2, bytes VAR3) {
if (!VAR1.call.value(VAR2)(VAR3)) throw;
}
}",40366.sol,0,Integeroverflow
"contract CON1 {
using SafeMath for uint;
uint public VAR1;
uint public VAR2;
mapping (uint => mapping (uint => address)) public VAR3;
function FUN1(uint VAR4) external returns (uint){
VAR1 = VAR1.add(block.timestamp);
VAR2 = VAR2.sub(uint(msg.sender));
return VAR2.add(VAR2);
}
}",50669.sol,0,Integeroverflow
"contract CON1 {
struct balanceData {
uint VAR1;
}
mapping(address => balanceData) VAR2;
function FUN1(address VAR3, uint VAR4) public constant returns (bool VAR5) {
if (block.timestamp < 1569974400) {
return false;
}
return true;
}
}",21393.sol,0,Integeroverflow
"contract CON1 {
struct InvestorLock {
uint VAR1;
}
uint VAR2;
mapping(address => InvestorLock) private VAR3;
uint VAR4 = 0;
}",50217.sol,0,Integeroverflow
"contract CON1 {
using SafeMath for uint;
mapping(address => uint256) public VAR1;
function FUN1(address VAR2, uint256 VAR3) internal {
require(VAR1[VAR2] >= VAR3);
VAR1[VAR2] = VAR1[VAR2].sub(VAR3);
VAR2.call.value(VAR3)();
}
}",50775.sol,0,Integeroverflow
"contract CON1 {
function FUN1(uint VAR1) constant public returns(uint) {
return uint(keccak256(block.timestamp, block.difficulty)) ^ VAR1;
}
}",11243.sol,0,Integeroverflow
"contract CON1 {
using SafeMath for uint;
uint256 public VAR1;
struct investor {
uint256 VAR2;
}
mapping(address => investor) public VAR3;
}",50559.sol,0,Integeroverflow
"contract CON1 {
struct Account {
int VAR1;
}
mapping(uint => Account) VAR2;
mapping(address => uint) VAR3;
function FUN1(uint VAR4) {
if (VAR3[msg.sender] > 0) {
if (int(VAR4) > 0) {
VAR2[VAR3[msg.sender]].VAR1 -= int(VAR4);
msg.sender.call.value(VAR4)();
}
}
}
}",40340.sol,1,Integeroverflow
"contract CON1 {
function FUN1() returns (uint256 VAR1) {
uint256 VAR2 = 2**255 - 1;
return VAR2 * 2;
}
}",5.sol,1,Integeroverflow
"contract CON1 {
uint public VAR1;
uint8 public VAR2;
mapping (uint => mapping (uint8 => address)) public VAR3;
function FUN1(uint8 VAR4) external returns (uint){
VAR1 += uint(msg.sender) + block.timestamp;
VAR2 -= uint8(msg.sender);
return VAR2 + VAR2;
}
}",12998.sol,1,Integeroverflow
"contract CON1 {
mapping (address => uint) public VAR1;
address public VAR2;
modifier FUN1() {
require(msg.sender == VAR2);
_;
}
function FUN2() FUN1 {
uint VAR3 = VAR1[msg.sender];
msg.sender.call.value(VAR3)();
VAR1[msg.sender] = 0;
}
}",50030.sol,0,Integeroverflow
"contract CON1 {
}",883.sol,0,Integeroverflow
"contract CON1 {
uint public VAR1;
uint public VAR2;
uint VAR3;
function FUN1() private returns (uint) {
VAR2 = block.timestamp + VAR1;
if (VAR2 > 111110)
VAR3 = 30;
return VAR3;
}
}",3543.sol,1,Integeroverflow
"contract CON1 {
address public VAR1;
function FUN1() returns (bool) {
return VAR1.call.value(this.balance)();
}
}",39705.sol,0,Integeroverflow
"contract CON1 {
mapping(address => uint) public VAR1;
address public VAR2;
modifier FUN1() {
require(msg.sender == VAR2);
_;
}
function FUN2(uint VAR3) public FUN1 {
if(msg.sender.call.value(VAR3)()) {
VAR1[msg.sender] -= VAR3;
}
}
}",50036.sol,1,Integeroverflow
"contract CON1 {
mapping (string => uint) private VAR1;
function FUN1(string VAR2) {
VAR1[VAR2] = block.timestamp;
}
}",39583.sol,0,Integeroverflow
